 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     113   0.19291250   0.04770440 108.49221258  15.19858365  79.22938215   0.90537494
     114   0.04461816   0.01239490  98.70091232  13.48611343  72.56840891   1.45123112
     115   0.19096953   0.03233477  99.42191027  12.24678792  92.66070926   0.20215526
     116   0.18647857   0.04648567 109.64069602  15.64446541  85.35793211   0.52727099
     117   0.23807566   0.05429019 106.38557619  12.37285594  71.38867559   1.56483126
     118   0.07656886   0.01992333 100.34575520  13.88763372  77.12274707   1.06148835
     119   0.13017752   0.03367773  94.91611751  12.07525990  95.69256765   0.10043851
     120   0.08398693   0.02551819 100.29737368  13.20329158  92.98833199   0.19030641
     121   0.04723780   0.01111670  95.95718795  13.44364465  80.74162189   0.80195621
     122   0.14713314   0.04672352  88.85184283  15.48339842  72.00391222   1.50490375
     123   0.08096058   0.01357754 100.04665024  13.61442121  90.59921310   0.28177845
     124   0.06437105   0.01638175  98.79347490  14.38311119  69.02658113   1.80930611
     125   0.53124513   0.08891454  66.58636653   5.18657157  88.50732143   0.37199653
     126   0.12752453   0.02458622  97.88104755  13.17552011  97.83906913   0.03855383
     127   0.70932228   0.04593908 105.56543806   9.25105754 143.32052906   2.22863909
     128   0.10854526   0.02656502 102.87706808  12.88788323 111.71189073   0.39974520
     129   0.22610179   0.04947563 102.40873342  11.71512711  95.77683239   0.09785699
     130   0.06350330   0.01370406  93.14092897  12.52982413  86.96239716   0.44512600
     131   0.07401820   0.02069032 106.40201576  12.79813908 110.05455532   0.33516697
     132   0.07621895   0.01645713  91.71928761  13.52073739  98.88082370   0.01131164
     133   0.16366622   0.02965984  95.65924303  12.55709213 110.16531684   0.33937713
     134   0.21721865   0.05235600  98.38912982  12.37418904 110.18833811   0.34025410
     135   0.63185083   0.07379003  75.70279638   7.69978894 100.27569069   0.02370625
     136   0.07868816   0.01604426  96.37735558  12.81330546  92.12865317   0.22185970
     137   0.12246151   0.02493522  97.55305031  13.69693639  58.64883042   3.19748859
     138   0.54237277   0.05719992 117.43627421   5.44831583 161.04061649   3.67428557
     139   0.25388572   0.06048314 109.82874598  15.83639822  91.89733453   0.23060718
     140   0.38148297   0.08826460  73.03391947   9.47517248  87.83390455   0.40317269
     141   0.32310986   0.05794165  91.99917628   9.21972938 122.78461697   0.91597146
     142   0.11239545   0.02188960 106.26142810  12.16758153 104.34866064   0.13892543
     143   0.11864601   0.01799326 108.64686133  12.44903112 141.11137539   2.06737636
     144   0.13433816   0.06286950 101.79537861  12.43464390  62.64309269   2.59657387
     145   0.19520084   0.04748311  99.32341363  12.64741828  79.31079366   0.89962755
     146   0.19098151   0.03494578 104.61647085  11.63656005 138.02498193   1.84973166
     147   0.62731130   0.06608641  99.48373383   7.40942491 134.55130835   1.61579670
     148   0.28797928   0.04542907 106.25007714  10.00359296 142.87915949   2.19606128
     149   0.61944244   0.05965680 107.28384716   6.81518394 143.51051449   2.24271675
     150   0.15020480   0.04275293  98.77049615  12.22401279 105.65382754   0.18022861
     151   0.25785391   0.04924502  96.87617535  11.05494983 112.80220238   0.44406943
     152   0.24962397   0.04031159 105.00874077  10.09180606 136.86878352   1.77055157
     153   0.15057903   0.03769930  93.42097711  12.35105388  74.50539216   1.27630398
     154   0.05216763   0.01305496  97.31744064  13.58786138  85.58889757   0.51504443
     155   0.14301997   0.03984455 101.60011110  13.23606001  89.13035911   0.34409339
     156   0.10672800   0.01985662 101.14751821  13.73672865  98.41753161   0.02320967
     157   0.15194251   0.04753097  94.99272641  13.18129303  76.09848269   1.14271051
     158   0.08624438   0.01962878 100.63495082  13.60342297  83.63330545   0.62299431
     159   0.08423576   0.01525982  99.27073652  12.96304871  76.00254921   1.15050215
     160   0.11401249   0.02171884  98.23532848  13.71258983  90.85208365   0.27152910
     161   0.02669898   0.00503062  98.01185977  14.94849481  48.06019223   5.30975562
     162   0.08333417   0.01985540  90.24536841  14.02665227  90.93818381   0.26807070
     163   0.33679657   0.14962860  99.23460471  11.18099956  80.18649149   0.83910755
     164   0.10217866   0.02459832 100.63261727  13.71316606 103.65133488   0.11773111
     165   0.04257073   0.00808235  98.43119685  14.43781649 106.36648154   0.20368042
     166   0.08241695   0.02516121 100.54273429  13.79786054  97.27772724   0.05397368
     167   0.13919028   0.02809028  96.51620642  12.33893807 108.15035639   0.26516470
     168   0.10485519   0.02694294  97.72421242  14.25853628  68.19466460   1.90107263
     169   0.53757898   0.06392276 111.48206424   5.83339798 148.25725591   2.60491990
     170   0.13853978   0.03895914  95.65727039  14.14375868  83.79940804   0.61342856
     171   0.13548866   0.03228548  96.28677234  12.72399665  75.22310688   1.21500140
     172   0.19135489   0.04811397  95.28804246  12.17903714  91.70010625   0.23815299
     173   0.18742331   0.03943756  89.16490386  11.20981475  98.50479980   0.02094214
     174   0.12530668   0.02346373  97.48281615  14.01882810  80.43971343   0.82204555
     175   0.11069626   0.02358154 100.68515967  13.76447513 111.17633670   0.37850728
     176   0.05898916   0.01068127  97.21913247  13.09990385 106.02975799   0.19252049
     177   0.13992358   0.02507819  96.70741725  13.16215505  88.96294153   0.35150358
     178   0.10190606   0.02255431  95.88399448  13.04413744  95.54829575   0.10488812
     179   0.55668888   0.06934616  88.06165290   6.95767114 117.46890414   0.65005173
     180   0.56748405   0.07771765  75.09221501   5.26462114  99.57775125   0.00602913
     181   0.32616875   0.05158333 114.25561051   9.48590705 153.80501233   3.05281327
     182   0.08108653   0.01848831  91.56745508  12.71427117 107.58207698   0.24514709
     183   0.70259935   0.04823975 116.08917821   7.96909130 157.56153040   3.37036966
     184   0.08491912   0.02030813  93.39710640  12.97940200  86.05639339   0.49071422
     185   0.17383529   0.05026963  96.20826900  12.89114494  81.90671244   0.72696510
     186   0.15879564   0.05472565  96.20037640  12.94478509  67.43897755   1.98709811
     187   0.07413268   0.02168507  98.03594860  13.59865846  66.86284841   2.05442969
     188   0.17646548   0.03252965 100.64833652  13.64111331  92.04166376   0.22513632
     189   0.16866187   0.02547034 110.01495649  12.07501421 145.84631290   2.41845715
     190   0.09524905   0.01658293 100.95161095  13.05160639  49.93936772   4.87043591
     191   0.17843398   0.04800806  99.06705396  12.67543230  69.78023628   1.72876328
     192   0.10201577   0.03668583  97.28950354  12.62151543  77.97645155   0.99648480
     193   0.08130890   0.01802606  97.07035006  13.19120017  99.66685305   0.00825243
     194   0.15067961   0.02978285  96.24140893  14.34769488  85.16105379   0.53780184
     195   0.75090257   0.04544997  85.12985225  11.20512028 114.18773588   0.50248670
     196   0.03639798   0.01273912  98.72395640  13.28580633  80.39149403   0.82527957
     197   0.42922698   0.05565106 115.74024321   7.63119113 154.31998160   3.09567932
     198   0.12711418   0.02356257 103.81445252  14.96815049 110.96679790   0.37029384
     199   0.14868202   0.05670397  96.46019562  13.33177140  69.36275446   1.77307891
     200   0.11656293   0.03875565 101.43563818  12.99261735  83.13022973   0.65242746
     201   0.10023398   0.01970495  96.59392728  14.63659755  98.25528761   0.02745813
     202   0.21152855   0.04344250 102.09549984  12.24887449  79.67586561   0.87410909
     203   0.08902553   0.01919868  92.66182112  12.75768619 112.48426224   0.43099406
     204   0.33962626   0.10921761 108.91248027  10.76030475  76.10601113   1.14210041
     205   0.05270934   0.00999465  95.01762965  14.15606774  76.07838114   1.14434050
     206   0.06821669   0.01632399  96.61329004  13.77322403  89.88638554   0.31142072
     207   0.39374830   0.04653095 132.32273647   6.50057122 179.75910882   5.45717358
     208   0.20342001   0.03710626 106.48415253  11.95554082 114.46052714   0.51426252
     209   0.34062556   0.05107042 113.93509039  11.78463003 121.29296463   0.83806373
     210   0.01703177   0.00434997  99.07933901  13.83779873  66.01141540   2.15676895
     211   0.72402101   0.04753667  97.42946354   9.62908744 128.10153677   1.21387242
     212   0.20644142   0.05241547 102.08306388  12.59161173  74.12512900   1.30954100
     213   0.12311822   0.04144702  92.24243700  13.22654678  79.17268155   0.90939012
     214   0.11269980   0.03033486  92.40606837  12.84264304  73.21656550   1.39112359
     215   0.17908149   0.02833917  98.43994193  12.23337621 129.25749782   1.28270921
     216   0.24012061   0.03341333 147.81007898  10.28097528 200.10033301   7.63896799
     217   0.60447282   0.06033804 108.74698888   5.73089489 148.35324426   2.61244835
     218   0.21480771   0.08203449  92.27778374  12.95434302  74.86421521   1.24542382
     219   0.08538750   0.01626264  99.67223646  12.70248610 109.60566614   0.31825965
     220   0.24434923   0.05167420 103.14537705  11.16648949 105.92904814   0.18921023
     221   0.44776987   0.06085019 122.56307137  10.65782870 163.92595334   3.93323398
     222   0.24013204   0.05042947 106.30045429  11.76741916 115.62943261   0.56573737
     223   0.27303712   0.08142422 104.31763812  10.96893011  63.57569425   2.46901162
     224   0.09294027   0.02086651 102.91762530  15.37294064  77.99527466   0.99507860
     225   0.34213762   0.07402708 100.07305361  10.46626599  77.00002509   1.07103219
     226   0.16620534   0.02660112 112.26443271  11.76379548 133.11853290   1.52280540
     227   0.17907049   0.04495317  92.84762340  12.58198274  75.52045522   1.19014339
     228   0.05107588   0.01386374  98.07550147  13.78842867  70.01548446   1.70411702
     229   0.09944943   0.02629874  99.52671991  13.51195719  79.88738464   0.85951304
     230   0.63747801   0.06916386  72.98047409   6.97907982  96.54644402   0.07486420
     231   0.05861636   0.00958390 102.64353355  12.94786136 123.48224483   0.95327274
     232   0.13132687   0.04988383  99.78168022  13.36669011  71.27132896   1.57643325
     233   0.07571361   0.02070931 100.41319907  14.65667279  71.07339805   1.59612847
     234   0.11540683   0.02376789  98.50380013  13.26184624  85.55535262   0.51681168
     235   0.13882358   0.02654004  93.82440536  12.90221868  92.34460733   0.21379245
     236   0.27996678   0.09004872 103.88488491  12.21205672  80.36127341   0.82731002
     237   0.12988661   0.03023726 100.89791640  14.01689900  92.41814099   0.21106724
     238   0.07301063   0.01917647 103.46059081  13.42797099  77.95531854   0.99806494
     239   0.12901096   0.03267936  95.66679728  13.91819444 108.37233338   0.27309308
     240   0.05774219   0.01518557  99.35936487  14.26882904  63.98719353   2.41416850
     241   0.04823128   0.00865144  99.05641045  13.77012932 101.47168738   0.05539824
     242   0.07188422   0.01156409 103.27709554  13.55719601 123.89674744   0.97569458
     243   0.35312530   0.08913736  92.08370685  10.73333272  66.24208337   2.12870530
     244   0.26674882   0.05431416 104.23227054  11.02231561 118.64992823   0.70629719
     245   0.17149329   0.03540210  97.53933997  12.95693056 127.03326956   1.15153187
     246   0.10819438   0.01868307  96.62737032  13.40502092 115.01707058   0.53856589
     247   0.34780193   0.06191565  85.68495147   8.93567008 113.22815010   0.46177990
     248   0.17721594   0.03206337  94.72124042  12.66880021 104.08857990   0.13094949
     249   0.08230851   0.01570235  98.37280298  13.20046641 106.38472669   0.20428916
     250   0.15681475   0.04134929 102.75174624  12.08252894  96.12073578   0.08745299
     251   0.21899769   0.03862663  95.64726291  12.48635089 127.83047972   1.19793800
     252   0.12704141   0.03533265  96.32618850  14.02644758  73.27463858   1.38581635
     253   0.17419760   0.03573511 101.38340251  12.84748703  55.95050947   3.65822052
     254   0.15948476   0.03065462  94.36914834  11.30408331  98.63598246   0.01755665
     255   0.49406041   0.05619073 110.03256009   4.86746158 147.27454794   2.52830407
     256   0.23071535   0.06277844  95.09843470  11.76202811  64.69304258   2.32210510
     257   0.06863364   0.01213728  91.79485929  13.55738033  74.19924093   1.30302162
     258   0.27675629   0.08515071 105.14360088  11.76930912  83.31958847   0.64126693
     259   0.47267835   0.05597433 138.83054315   6.71083707 188.47622130   6.36382054
     260   0.11415155   0.04375533  90.96415257  13.86427644  61.65650396   2.73658997
     261   0.16256522   0.02561751  99.73775440  12.03596338 133.10850271   1.52216175
     262   0.21316698   0.03942485 106.86915863  13.19356555  87.65928257   0.41143221
     263   0.04598499   0.00936631  98.65603385  13.38808994  72.88430079   1.42173550
     264   0.08962169   0.02887819 100.20287390  13.70054492  83.03442794   0.65811174
     265   0.09708200   0.02153004  96.57508415  14.55989140  93.09523730   0.18648644
     266   0.23066779   0.04857716 107.97211329  14.20364993 119.36044229   0.74092281
     267   0.05010481   0.00825020  96.19779224  13.88989098  91.31465110   0.25313494
     268   0.74423219   0.05758130  66.02627194  11.24356610  86.98280010   0.44412275
     269   0.09876987   0.02236460  96.41662094  14.57912580  64.58059547   2.33660338
     270   0.17875074   0.04774288  95.76392054  11.50660115 110.61075741   0.35646192
     271   0.47655872   0.06093874 112.01997913   6.18470371 152.40245625   2.93715915
     272   0.06998231   0.02020145  97.59029667  14.46532614  75.14322169   1.22173323
     273   0.19574589   0.04817108  97.35491504  12.01480406  94.16844312   0.14938017
     274   0.09429163   0.02163956  97.78519525  13.66683808  80.46540974   0.82032500
     275   0.36663055   0.15976639  96.82353411  12.83367777  69.68438719   1.73887211
     276   0.12565448   0.02174582 100.62798078  12.68055622  87.43212146   0.42228616
     277   0.65865971   0.04576310 125.36640011   6.50527521 169.08337950   4.41104798
     278   0.65735252   0.05800766 102.68147033   7.75073502 136.58553584   1.75135262
     279   0.07297064   0.01536939  95.79800224  13.94785995 112.26431036   0.42202078
     280   0.45080797   0.07265484  90.55533027   5.51882473 121.37957450   0.84251795
     281   0.07368531   0.02084478  96.96513365  12.42980624  97.29985981   0.05335568
     282   0.22686440   0.05603610 105.51409822  10.72586591  95.12327857   0.11821637
     283   0.72956117   0.05144521 109.47155150   9.79875063 144.82175387   2.34076898
     284   0.13498591   0.04018104  98.65122622  13.98535498  87.71691588   0.40869814
     285   0.17196122   0.03436857 100.10265067  12.23668216 112.59889393   0.43569409
     286   0.05068581   0.01196218  95.54052951  14.69256467  95.33042910   0.11167906
     287   0.15548502   0.03729669  98.10083505  11.93378583  71.37266285   1.56641117
     288   0.12257878   0.03092394 100.23260725  13.31768538  70.86360158   1.61717795
     289   0.10734078   0.01763145  91.93859555  12.62024805  96.07447520   0.08884024
     290   0.19979198   0.03852812  92.68090927  13.15101627 101.57991807   0.05835374
     291   0.35054114   0.08437386 113.76322643  13.32544698  93.02250701   0.18908279
     292   0.54944406   0.06283488  97.52036509   5.70923707 129.36162704   1.28897985
     293   0.05147689   0.01455615  98.44621533  13.67896559  98.18281639   0.02936967
     294   0.17388752   0.04705567  94.46658993  12.07599871  89.22646508   0.33986846
     295   0.08185095   0.01679118  93.72062307  12.89677665  81.00981629   0.78433919
     296   0.14908559   0.05568452  97.57909723  13.72049543  67.04101388   2.03344427
     297   0.17101384   0.04824122  96.55119370  12.63625465  81.15363520   0.77498015
     298   0.10145927   0.02760761  98.43727242  13.36804279  98.10056641   0.03154953
     299   0.03890002   0.00960088  98.66004509  14.44491242  87.92130252   0.39906610
     300   0.13357663   0.03925039 102.65005551  13.18431221  99.90862556   0.01433450
     301   0.03430281   0.01139302  98.21989619  13.94230224  65.21661172   2.25542672
     302   0.07813830   0.01511622  99.39820434  13.59666818 101.57278213   0.05815843
     303   0.21939142   0.05663897  98.32327677  11.93024534 102.95950522   0.09730442
     304   0.30482369   0.05934135 107.46557896  10.32231989 106.04401450   0.19299012
     305   0.13181325   0.02157502 104.14759115  12.40868165 133.91721366   1.57438628
     306   0.10626479   0.02908193  99.09321275  13.26052099  98.50313004   0.02098541
     307   0.68178565   0.05758032  96.90779139   8.29358607 129.32836423   1.28697552
     308   0.08799969   0.02308990  99.54580696  13.17990137 110.97891434   0.37076730
     309   0.18995130   0.04485065  92.97106855  13.60637605  69.85236814   1.72118145
     310   0.16604625   0.04426780  98.26640661  13.66565251  82.64227224   0.68164701
     311   0.06542390   0.02250997  97.16194833  14.09153908  66.02813984   2.15472568
     312   0.35975663   0.06374122  96.43814722   8.85871981 127.32113818   1.16820966
     313   0.35806235   0.05082560 127.56932680   8.53334931 169.68627731   4.46811792
     314   0.32738215   0.06239270  93.53198028   9.19347737 122.96754313   0.92569925
     315   0.13283325   0.02885805 103.90614885  11.98740140  93.66874699   0.16637858
     316   0.80509632   0.04107047  73.97831451  11.42765361  94.17062767   0.14930691
     317   0.07709908   0.02036781 104.29648329  13.48636973 101.42876111   0.05423006
     318   0.03458866   0.00625459  96.29186491  13.62846877 103.52939381   0.11408732
     319   0.23116228   0.03660823 111.87034380  11.75345280 143.92250038   2.27335700
     320   0.08959227   0.01330331  98.53736288  12.29675839 113.17178478   0.45942360
     321   0.27854140   0.10386568  98.04477615  12.49293596  62.17651410   2.66213045
     322   0.21345934   0.06266838  98.55843276  13.28018059  86.68647482   0.45879400
     323   0.29582727   0.09319382 116.09176318  14.36998445  86.22566921   0.48204101
     324   0.17949755   0.04824862 111.73714641  16.71381929  91.54009374   0.24433453
     325   0.21648798   0.03685830 107.63433245  11.19587895 134.33896033   1.60188398
     326   0.05553387   0.01082549  98.36555810  13.51978346  76.49415158   1.11091039
     327   0.36377821   0.07852632 111.76603923  10.30815096  97.46797731   0.04868838
     328   0.07785367   0.02058798 101.94369368  12.84363385  75.41772327   1.19869627
     329   0.04559666   0.00772448 105.41794234  14.77194562 119.51241726   0.74840545
     330   0.15316295   0.03293705  98.19063209  13.71923882 122.72738690   0.91293579
     331   0.20825782   0.04287548  91.20821473  13.00855436  99.14427520   0.00469823
     332   0.08777884   0.03259644 100.95946417  13.23595564  90.62006296   0.28092814
     333   0.60968609   0.08368776  67.77415635   7.53789362  88.93970146   0.35253730
     334   0.08831919   0.01712565  97.18052108  13.00984822  99.27705265   0.00140653
     335   0.18409815   0.05547773  95.48461095  11.63432183  74.47968055   1.27853465
     336   0.14509430   0.04034736  98.85374961  12.74138770  98.34093322   0.02521012
     337   0.23504724   0.06275239 104.08205432  13.05492377 120.41424925   0.79335940
     338   0.56253873   0.09390004  80.54980523   6.79929032 105.40065769   0.17205025
     339   0.11049475   0.03526416  94.89445207  13.90475252  67.58104915   1.97072816
     340   0.07508173   0.01239748  97.21645281  12.60427652  91.79099717   0.23466552
     341   0.14369914   0.03660410  99.03254582  13.34200411  87.97637783   0.39648758
     342   0.56451643   0.07732628  85.29121468   6.07264263 113.08362619   0.45574597
     343   0.08094912   0.02030947  97.00167320  13.46409781  75.53027071   1.18932816
     344   0.21411521   0.03908119  94.17835007  11.65852557 122.31865006   0.89136287
     345   0.15000590   0.03079658 101.69715490  14.10709570  71.56526905   1.54747578
     346   0.34473619   0.05412150  94.98752796   8.12798180 126.33389455   1.11138814
     347   0.08296628   0.03031025  95.81908627  14.43528258  86.08154574   0.48942092
     348   0.24985627   0.04447618  91.74692846  10.58734473 121.12782868   0.82959483
     349   0.31644710   0.06496884 114.12466630  11.19744020  97.34282325   0.05215838
     350   0.36742330   0.05821527  94.50885859   7.22918302 127.51265366   1.17935489
     351   0.08599276   0.01656542 101.26133424  13.44109366  95.12365374   0.11820446
     352   0.13086985   0.02446304 102.67132909  13.37430078  71.82945155   1.52174447
     353   0.14442928   0.03069731  95.07924456  14.45530063 101.83631018   0.06541328
     354   0.08769199   0.01830362 103.77259227  14.07847910  87.35173209   0.42615702
     355   0.22011281   0.06240208 102.75072921  12.40613355  98.90845076   0.01061296
     356   0.40509864   0.05352872 119.68955192   7.32189908 160.49549606   3.62605815
     357   0.15768131   0.02560580  96.43695836  12.50821471 124.89372272   1.03040951
