 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     137   0.12673501   0.05662371  98.99351583  13.10217135  63.82893845   2.43515705
     138   0.47853947   0.06593578 112.40843274   6.98563371 153.17570126   3.00072167
     139   0.26980754   0.05884546 110.49538260  11.95464982  90.30673517   0.29380609
     140   0.22338892   0.04695638  96.69184508  11.85756468 115.65949705   0.56708296
     141   0.35799479   0.06151977 102.28776288   8.52524022 135.22780090   1.66042043
     142   0.18957625   0.05269711 100.13498592  12.02934948  94.46152209   0.13963254
     143   0.11593139   0.01789445 112.33212267  12.40300894 148.10712243   2.59316076
     144   0.10748802   0.02932909  94.77343269  13.51933561  49.76842860   4.90910943
     145   0.18619733   0.03660026  98.02473517  12.93667972  69.95111082   1.71083810
     146   0.17831924   0.03032590 104.07815244  11.61816414 135.47446852   1.67680498
     147   0.65537234   0.05856348 100.62180265   8.16202651 135.77455906   1.69681951
     148   0.35487743   0.06592261 101.63461313   8.90530124 136.49750221   1.74540159
     149   0.56614530   0.06862249 110.32860208   5.78533046 148.56715437   2.62925404
     150   0.16984750   0.03456158  98.33928138  12.04720869 104.98709639   0.15886307
     151   0.22932382   0.04131520  94.20177676  12.28194151 115.33520450   0.55262580
     152   0.32796659   0.05586439 101.68970104   9.74729645 132.11380160   1.45884039
     153   0.31764703   0.07949679  84.93322572  12.71194497  65.05527167   2.27582946
     154   0.07605720   0.01736020  95.08763567  13.91180790  86.45194090   0.47055979
     155   0.12803330   0.04959016  96.74191767  13.19072569  93.52224739   0.17145370
     156   0.15743344   0.02958645  96.50907847  13.50740895  98.69517977   0.01603796
     157   0.13854430   0.04074094 103.38370192  13.78633661  76.64529539   1.09890459
     158   0.09300510   0.01834266  96.90864993  12.64873088  79.68106215   0.87374884
     159   0.15347498   0.02754265  99.81784878  13.50061657  92.38734610   0.21220718
     160   0.11742209   0.02098661  96.79923013  12.56871041  81.06538233   0.78071596
     161   0.06997952   0.02027335 100.45830350  13.76698543  67.99417090   1.92364605
     162   0.19448818   0.08622633  85.29107199  11.94916251  81.72846468   0.73818061
     163   0.24086128   0.07248421  99.72185480  11.28111198  73.63225373   1.35341468
     164   0.10323822   0.02129603 101.11923191  15.20171828 102.66552120   0.08880529
     165   0.03670849   0.00702503  97.18717709  13.64781953 101.17185350   0.04728658
     166   0.06511099   0.01137846  95.41244856  13.43566286  91.23469605   0.25628184
     167   0.13773130   0.03753332  92.39302541  13.53612686  91.32028647   0.25291365
     168   0.30909143   0.06821053  95.62282630  13.10670530  85.72115427   0.50810484
     169   0.52569918   0.06377088 113.23422327   8.81129225 151.50344326   2.86387792
     170   0.10314890   0.03193392  99.49771895  14.13684516  66.70410382   2.07325185
     171   0.28074286   0.07268707 106.29286184  13.60806505  88.21044411   0.38560907
     172   0.14494976   0.03915362  94.98493235  12.38505067  83.50773399   0.63027587
     173   0.14797843   0.03905942  98.45238682  13.23037184  97.69306005   0.04251394
     174   0.14212722   0.03662920  96.19414843  12.41440774  84.41630905   0.57855454
     175   0.18357586   0.04943493  87.83199952  14.20107684 100.94565316   0.04124080
     176   0.07623204   0.01506009  95.41412851  13.78330351 103.99860768   0.12821000
     177   0.11829818   0.03586896 102.73830154  13.70008657  92.93272444   0.19230239
     178   0.06215189   0.01257693  93.81406665  13.94222324  95.71135069   0.09986197
     179   0.48741953   0.07551798 108.73592599   6.12708575 146.89630710   2.49903887
     180   0.61706506   0.08753067  78.31566032   7.58219333 103.51315943   0.11360361
     181   0.36091740   0.05334774 113.69365896   8.33045669 152.06074132   2.90922612
     182   0.08740507   0.02011929  94.92343910  12.92846386  97.75051378   0.04095143
     183   0.74064623   0.04210032 112.95056175   9.89987935 152.57398271   2.95121664
     184   0.10540593   0.01825840  91.24685507  12.41567254  91.40228019   0.24970152
     185   0.14866236   0.03552741 108.00537314  12.48178960 100.50020207   0.02952038
     186   0.15360069   0.03388207 100.11474677  12.13225222  84.29115552   0.58554699
     187   0.10840062   0.05354747 102.19436033  13.71173384  75.81594849   1.16574937
     188   0.13973570   0.03671502 106.42947827  14.75465222 102.88396033   0.09511011
     189   0.16470775   0.02587870 105.76858770  12.09365640 140.03696362   1.99058693
     190   0.15040198   0.04143862 105.20677945  13.52922095  62.93825254   2.55570517
     191   0.08770292   0.02373472 101.86913287  14.35763271  61.21715573   2.80066504
     192   0.11325738   0.02167420  95.76658112  13.90750256  85.17828395   0.53687620
     193   0.05359906   0.00977890  99.97830829  14.26137072 105.75524947   0.18352742
     194   0.21741176   0.04935421 105.87179955  12.21057476  94.12235674   0.15092784
     195   0.68992885   0.06837336  82.35448384   9.54311824 110.87332842   0.36664749
     196   0.04432195   0.01286763  99.70267941  13.90692323  71.77007458   1.52750360
     197   0.43152238   0.06743096 116.70828299   6.89012138 152.21037562   2.92144591
     198   0.14516718   0.03463452  96.53636180  12.47386633 104.12984673   0.13220937
     199   0.10069993   0.02783949  96.62079289  13.54815993  63.91607580   2.42358459
     200   0.05982690   0.01252821 100.27569019  15.14236776  75.82165547   1.16528125
     201   0.18585541   0.05387655  99.66138695  12.15810932  99.75840188   0.01054698
     202   0.21511938   0.06768592 104.64939641  13.10938498  77.18479520   1.05668223
     203   0.08269324   0.01395744 101.87869928  13.04298567 122.78968221   0.91624031
     204   0.32761178   0.06929816 112.84283375  12.41044366  76.00432766   1.15035742
     205   0.09380056   0.02674529  94.21546603  13.52167886  71.24771558   1.57877460
     206   0.05826880   0.01048275  98.71717390  14.03246348  95.15950832   0.11706734
     207   0.41912749   0.05299316 138.42025748   7.48781524 186.13680644   6.11613643
     208   0.24463467   0.04747434 104.42643110  10.95441950 117.53276437   0.65305100
     209   0.25224964   0.06290636  95.28292822  11.13180435  98.48757336   0.02138877
     210   0.01698958   0.00296285  97.16708499  12.56737124  74.65116738   1.26370239
     211   0.62730014   0.06927880  97.21509348   7.44087594 127.06951244   1.15362668
     212   0.20497151   0.04440927  95.77721365  12.09271311  71.20819393   1.58269833
     213   0.10009800   0.04835472 101.89646204  13.39520191  77.48510014   1.03360292
     214   0.11987778   0.03687605  95.49740915  14.13465165  77.20357684   1.05522999
     215   0.26599643   0.05014290  91.66279241  11.06314558 120.29499118   0.78736069
     216   0.27109971   0.04151079 134.97576095  10.76828212 180.52830965   5.53535314
     217   0.61944080   0.07812013  93.36702992   7.09857007 124.97775805   1.03507190
     218   0.11123504   0.03030653 102.35406768  13.70001659  79.83290564   0.86325921
     219   0.10390400   0.02071250  99.45057599  12.80850574 102.23800405   0.07663807
     220   0.37556148   0.08314584  98.24960824   8.50124369 107.19999294   0.23191460
     221   0.45404360   0.05350609 139.28254436   6.18116453 187.43995681   6.25372145
     222   0.32553445   0.07992572  92.61860011  10.91964155 102.23060708   0.07642955
     223   0.49841480   0.08540759 124.96005215  14.85846062  82.68769419   0.67889891
     224   0.16719522   0.04238387  99.82676461  11.47543459  84.00449326   0.60172119
     225   0.34648186   0.07041822 115.14347758  12.02032733  83.34938870   0.63951957
     226   0.16817410   0.03576468 101.85632202  12.85085217 122.92870127   0.92363053
     227   0.19269532   0.07492771  99.45321835  12.46055979  81.22491689   0.77036415
     228   0.13280146   0.03659535  96.67135377  12.68045940  75.01199245   1.23284122
     229   0.05939088   0.01108413  98.35219166  13.72830571  67.41798344   1.98952492
     230   0.59748363   0.08344553  80.11255692   7.30708275 104.43835320   0.14169565
     231   0.05877236   0.00924878 100.54041816  13.79523826 124.36567252   1.00129185
     232   0.15705730   0.04686255 103.70931860  12.93598997  73.83652056   1.33512221
     233   0.06167098   0.01431041  96.28722957  13.51643560  62.27885798   2.64764995
     234   0.14634214   0.05675361 102.95860794  13.70577457  86.84403319   0.45096629
     235   0.14099521   0.03010913  94.98635828  13.42036202  70.58175584   1.64573957
     236   0.43807676   0.10585687 117.35432460  10.20766022  77.11916624   1.06176611
     237   0.12938043   0.02423868  97.95995824  13.77656073  74.80361944   1.25060599
     238   0.06411313   0.02191700  96.16198002  14.91707884  71.81766276   1.52288678
     239   0.11566581   0.02574259 101.74529048  11.42590633 113.97747753   0.49347177
     240   0.03512155   0.01177247  96.29027903  14.10691230  67.80643084   1.94494678
     241   0.03756997   0.00986342  98.27690241  13.89143063  91.04464566   0.26381638
     242   0.07837894   0.01400518  96.80217068  13.86678261 118.31298194   0.69008317
     243   0.25472460   0.09491826  95.99289635  12.46771103  62.84356947   2.56876477
     244   0.22682662   0.04669221 108.47819234  12.38781773 121.43214848   0.84522594
     245   0.19088724   0.02965093 102.70966087  11.71868627 134.97905848   1.64395940
     246   0.07544400   0.01237957 101.37862191  12.17356218 123.01005376   0.92796532
     247   0.30727935   0.05784423 100.27568074  11.52695167 134.89535125   1.63843379
     248   0.26052750   0.06741758  85.43955432  10.37985616 100.09194996   0.01899429
     249   0.07100278   0.01537956  99.65948598  13.56808339 103.66478094   0.11813404
     250   0.14955721   0.03821505  96.66975015  13.28334619  95.12656038   0.11811219
     251   0.30969536   0.06789508  74.96577483  10.91143576  99.38278408   0.00119827
     252   0.08545182   0.02454874  99.38670493  13.59766114  77.44539718   1.03663700
     253   0.08764475   0.02555263  98.84655644  12.87672286  61.70031465   2.73025941
     254   0.19495432   0.03547958 105.21951283  12.39681289  84.67968395   0.56397558
     255   0.55838621   0.08031466  94.01216680   6.36727472 123.48349828   0.95334025
     256   0.08430894   0.02023526  98.49582360  13.13214753  64.64842316   2.32785050
     257   0.10367540   0.02125434  94.90182589  13.17734200  84.58025807   0.56945764
     258   0.22621823   0.05963085 100.45789485  12.97549079  88.50712256   0.37200558
     259   0.47126932   0.05253421 141.92822324   8.83740788 193.58028027   6.91483272
     260   0.11804828   0.02754688  99.28213345  11.49484337  63.03312995   2.54266640
     261   0.14594594   0.02364085 103.39026808  12.77859648 136.13735573   1.72113519
     262   0.22884810   0.05180826 100.99069615  12.54626219  82.15919090   0.71123568
     263   0.06184777   0.01423588  96.65324261  13.63810805  81.81187430   0.73292096
     264   0.12287170   0.03407712 100.10635216  12.51290837  87.01921580   0.44233467
     265   0.15795176   0.03393078  96.94075922  13.03425043  97.64445639   0.04384006
     266   0.21426174   0.04123007 104.64647964  12.13736332 119.52086732   0.74882228
     267   0.05404895   0.01313630  96.99745391  14.76802009  98.81307001   0.01303022
     268   0.76745587   0.05619738  73.29773649  12.01159615  95.71377364   0.09978765
     269   0.09774342   0.03161259  94.72152744  13.02116190  77.34744505   1.04414483
     270   0.17250950   0.03363606  96.18706672  13.99670514 115.12279688   0.54322496
     271   0.40104272   0.06638856 102.46501328   7.18353276 136.37384051   1.73705498
     272   0.02818175   0.00520314 101.71476964  14.96839099  75.50211852   1.19166727
     273   0.18907695   0.03336045 100.91094577  12.41774007 100.46345349   0.02856444
     274   0.05341194   0.00904427  97.65502848  13.20978145  71.76935555   1.52757343
     275   0.16872801   0.03661890  98.05755644  12.93732827  68.43210739   1.87457044
     276   0.12514055   0.02395791 103.24691281  12.60148866  83.03706502   0.65795493
     277   0.58914510   0.06387907 114.50849288   6.06478194 154.41113493   3.10328925
     278   0.60999885   0.06372014 109.49812351   6.30622137 147.84154584   2.57240729
     279   0.04803005   0.01061951 101.91891073  14.60702557 119.29922412   0.73791626
     280   0.39957851   0.06510894 105.82695888   7.10509567 142.76464644   2.18763809
     281   0.05057143   0.01135252  96.98887050  14.05171713  96.57673751   0.07398048
     282   0.28886395   0.05571596  97.93798947  11.34075326  85.05619476   0.54345174
     283   0.62128482   0.08084171 102.13214473   7.21938273 135.04521726   1.64833157
     284   0.12769047   0.04487535  94.51199318  14.08905611  75.56490448   1.18645434
     285   0.21371847   0.04293796 103.94299015  11.86036424 107.10479338   0.22864594
     286   0.06038464   0.01555894  89.49217781  13.49817933 100.17975120   0.02124071
     287   0.15630156   0.03085580 104.38073060  12.77320030  81.45680633   0.75545112
     288   0.06691122   0.01686569  99.69135167  12.53448174  64.67318015   2.32466144
     289   0.11061811   0.02769744  92.66379206  13.01690918  88.90209126   0.35421282
     290   0.20121011   0.04564094  98.73018973  12.22116815 110.89912209   0.36765265
     291   0.25940298   0.06976229 105.65582018  12.23306361  92.99723919   0.18998727
     292   0.54669099   0.08156851  92.50327451   7.28461756 121.39034566   0.84307249
     293   0.06234701   0.01355316  91.65110346  13.36576783  98.04176349   0.03311478
     294   0.21513894   0.06426975  93.46930776  12.34355034  83.08310963   0.65522008
     295   0.06674698   0.02026013 100.06045142  12.88902474  75.65794633   1.17875488
     296   0.09869058   0.02245183  97.41667166  12.65019489  59.20943664   3.10753439
     297   0.14774022   0.03839914 103.18500032  14.16603738  81.43593522   0.75678690
     298   0.08677192   0.01464629  96.79408145  12.71491239  86.58392811   0.46392163
     299   0.05009602   0.00829883  98.46439714  13.67534762 110.48683229   0.35168421
     300   0.12803409   0.03542082  98.14378785  14.50262968  86.55617058   0.46531407
     301   0.01862576   0.00330918  98.93125380  13.67074488  70.35237080   1.66922648
     302   0.06290081   0.01108414  93.93989441  13.87095223  82.03303500   0.71907230
     303   0.21425326   0.05883463 100.85536409  12.18605938 107.22369565   0.23273014
     304   0.35549916   0.08810365 111.78571366  15.83138953 117.82408312   0.66679421
     305   0.12681781   0.02283349 105.83202417  13.43316777 134.55779417   1.61622235
     306   0.06404836   0.01492171  98.80256110  14.40417721  88.52228112   0.37131604
     307   0.67528754   0.06211047  99.94114586   9.06563235 132.83709042   1.50478359
     308   0.07448029   0.01838639 101.09030191  12.74817118 111.76723630   0.40196007
     309   0.19577458   0.08119605  96.17005118  13.47498607  67.18350023   2.01676695
     310   0.17792920   0.07893056 106.38017659  13.35100313  81.45098457   0.75582359
     311   0.08645811   0.02593319  97.32610378  13.91073891  79.52928157   0.88430545
     312   0.26993709   0.05149180 100.78750027  10.89724498 133.32030292   1.53577514
     313   0.30875210   0.05000863 129.88553988  10.18294210 172.98492128   4.78472258
     314   0.36884222   0.06931485 101.20314256   8.97875435 133.25553253   1.53160720
     315   0.23732750   0.07637638 102.11905920  12.30677972  82.70240851   0.67800992
     316   0.70703612   0.10957088  68.18923072  12.31892706  86.03388812   0.49187277
     317   0.07351612   0.01301115  99.19472585  13.79307982  79.86723848   0.86089730
     318   0.04379010   0.00792945  95.09344354  14.70605533 104.68192546   0.14926931
     319   0.23132772   0.03737583 106.29607063  11.41808629 135.86764390   1.70304592
     320   0.09033544   0.02181599  95.57593120  13.23679038 102.15443290   0.07428623
     321   0.18876030   0.04134622  97.32083523  12.67240299  65.39686150   2.23278372
     322   0.36028310   0.06951629 104.85284047  12.28553109 100.28690627   0.02399522
     323   0.24325525   0.04648974 111.98231884  11.32567530  79.03051288   0.91950209
     324   0.17325494   0.05112547  94.10111084  13.34677239  84.86399750   0.55388204
     325   0.26664746   0.06581834  92.28322455  12.58549825 112.41566974   0.42818937
     326   0.15039500   0.05058676  90.31167714  13.98722559  68.86644550   1.82673472
     327   0.34948154   0.05504408 108.57936856  11.05015911  84.81772446   0.55640769
     328   0.08587932   0.04318782  95.31112266  13.62534959  62.59273659   2.60359274
     329   0.04829456   0.01267426  99.43933110  14.42078303 105.93138307   0.18928683
     330   0.16203362   0.02878200  95.48157040  13.01051140 117.77414763   0.66443135
     331   0.17154961   0.03060204 101.55234799  13.14940504 109.28073770   0.30617705
     332   0.10724660   0.01897555  98.91013418  13.02146838  78.07118273   0.98941955
     333   0.43349024   0.13423460  62.21268129   9.50657437  78.98007037   0.92310523
     334   0.05065560   0.00853396  93.83382240  14.08268665 104.63642897   0.14784900
     335   0.15790769   0.04687566  98.91436954  13.23656205  79.22186929   0.90590638
     336   0.12887318   0.02330183 103.72710891  12.52145302  97.81537771   0.03919399
     337   0.29451430   0.07340144 108.55013017  14.52065498 117.77553692   0.66449705
     338   0.57879594   0.08556523  80.58888201   6.14742819 104.63929645   0.14793845
     339   0.11547761   0.04675407  97.38756434  13.16129704  54.66518635   3.89477477
     340   0.09898724   0.02379430  96.34553198  13.36251319  88.82778296   0.35753279
     341   0.19636131   0.03420580 101.27042848  13.66865770  94.02743574   0.15412826
     342   0.57131549   0.09350990  83.27967680   7.73221545 110.67762603   0.35904780
     343   0.12674173   0.04896680  97.36778452  12.85559701  70.84077068   1.61947947
     344   0.33842844   0.07348371  86.73539447  10.06016866 111.10780497   0.37581504
     345   0.22850730   0.05316251 111.55649201  12.09938252  95.49790968   0.10645100
     346   0.31787298   0.04958442 106.88623694   9.12980723 141.19819576   2.07362874
     347   0.07064685   0.01196593  93.00064709  13.13995725  90.11967131   0.30159684
     348   0.17874337   0.03106382  93.75787503  11.87114700 123.28121468   0.94246773
     349   0.16452664   0.05109658  96.87382032  12.95519601  73.08973717   1.40275879
     350   0.35295351   0.06220880 106.38096803   8.11321862 144.14756736   2.29016062
     351   0.07810647   0.01513452  98.69310155  13.71998039  86.93430338   0.44650908
     352   0.08539172   0.02589239  98.17764263  15.22010270  64.79946481   2.30844179
     353   0.19072694   0.06028744 100.31399328  12.43896460 102.63283791   0.08786708
     354   0.19655800   0.05586621 100.23483742  11.94361059  86.44803314   0.47075699
     355   0.26979105   0.06368309 108.93472208  12.86194762 100.71051691   0.03502343
     356   0.39565579   0.06145318 112.07935912   7.60821815 149.00428956   2.66371948
     357   0.17611669   0.03013052 104.75484194  12.32537408 135.47678345   1.67695903
